race,lap,short_name,id,team,engine,grid_position,quali_time,lap_position,lap_time,gap_to_leader,position,points,fastest_s1,fastest_s2,fastest_s3,ideal_time,s1_speed,s2_speed,s3_speed,speed_trap,tyre,pit_time,tyre_num,used,tyre_age,pit_this_lap,next_pit,soft,medium,hard,total_laps,lap_pcts,tyre_age_pct,next_pit_pcts,distances
Belgian,14,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,119.07,8.301,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,0,1,27,0,1,0,44.0,0.3181818181818182,0.0,0.6136363636363636,7004
Belgian,15,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,3.0,124.971,15.452,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,22.349,2,0,1,0,27,0,1,0,44.0,0.3409090909090909,0.022727272727272728,0.6136363636363636,7004
Belgian,16,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,3.0,111.556,4.962,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,2,0,27,0,1,0,44.0,0.36363636363636365,0.045454545454545456,0.6136363636363636,7004
Belgian,17,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,3.0,111.689,3.528,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,3,0,27,0,1,0,44.0,0.38636363636363635,0.06818181818181818,0.6136363636363636,7004
Belgian,18,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,3.0,112.249,4.027,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,4,0,27,0,1,0,44.0,0.4090909090909091,0.09090909090909091,0.6136363636363636,7004
Belgian,19,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,3.0,112.557,4.671,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,5,0,27,0,1,0,44.0,0.4318181818181818,0.11363636363636363,0.6136363636363636,7004
Belgian,20,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,3.0,113.665,6.128,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,6,0,27,0,1,0,44.0,0.45454545454545453,0.13636363636363635,0.6136363636363636,7004
Belgian,21,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,112.805,6.758,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,7,0,27,0,1,0,44.0,0.4772727272727273,0.1590909090909091,0.6136363636363636,7004
Belgian,22,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,113.123,7.499,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,8,0,27,0,1,0,44.0,0.5,0.18181818181818182,0.6136363636363636,7004
Belgian,23,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,113.383,8.609,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,9,0,27,0,1,0,44.0,0.5227272727272727,0.20454545454545456,0.6136363636363636,7004
Belgian,24,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,113.474,9.616,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,10,0,27,0,1,0,44.0,0.5454545454545454,0.22727272727272727,0.6136363636363636,7004
Belgian,25,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,113.351,10.412,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,11,0,27,0,1,0,44.0,0.5681818181818182,0.25,0.6136363636363636,7004
Belgian,26,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,113.73,11.616,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,12,0,27,0,1,0,44.0,0.5909090909090909,0.2727272727272727,0.6136363636363636,7004
Belgian,27,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,118.272,17.019,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,0,1,0,0,0,1,44.0,0.6136363636363636,0.0,0.0,7004
Belgian,28,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,3.0,125.054,29.363,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,22.65,3,0,1,0,0,0,0,1,44.0,0.6363636363636364,0.022727272727272728,0.0,7004
Belgian,29,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,110.764,27.365,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,2,0,0,0,0,1,44.0,0.6590909090909091,0.045454545454545456,0.0,7004
Belgian,30,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,111.225,21.459,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,3,0,0,0,0,1,44.0,0.6818181818181818,0.06818181818181818,0.0,7004
Belgian,31,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,111.285,9.08,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,4,0,0,0,0,1,44.0,0.7045454545454546,0.09090909090909091,0.0,7004
Belgian,32,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,111.66,11.386,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,5,0,0,0,0,1,44.0,0.7272727272727273,0.11363636363636363,0.0,7004
Belgian,33,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,111.885,12.127,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,6,0,0,0,0,1,44.0,0.75,0.13636363636363635,0.0,7004
Belgian,34,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,112.147,13.24,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,7,0,0,0,0,1,44.0,0.7727272727272727,0.1590909090909091,0.0,7004
Belgian,35,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,111.953,13.724,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,8,0,0,0,0,1,44.0,0.7954545454545454,0.18181818181818182,0.0,7004
Belgian,36,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,112.531,14.704,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Hardnew,0.0,3,0,9,0,0,0,0,1,44.0,0.8181818181818182,0.20454545454545456,0.0,7004
